Number_of_class,Path_to_img
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_3.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_30.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_31.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_32.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_33.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_34.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_35.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_36.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_37.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_38.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_39.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_4.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_40.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_41.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_42.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_43.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_44.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_45.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_46.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_47.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_48.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_49.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_5.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_6.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_7.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_8.jpg
11,data/kaggle_simpson_testset/kaggle_simpson_testset/edna_krabappel_9.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_0.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_1.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_10.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_11.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_12.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_13.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_14.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_15.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_16.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_17.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_18.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_19.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_2.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_20.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_21.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_22.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_23.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_24.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_25.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_26.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_27.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_28.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_29.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_3.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_30.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_31.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_32.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_33.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_34.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_35.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_36.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_37.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_38.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_39.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_4.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_40.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_41.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_42.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_43.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_44.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_45.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_46.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_47.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_48.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_49.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_5.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_6.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_7.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_8.jpg
15,data/kaggle_simpson_testset/kaggle_simpson_testset/homer_simpson_9.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_0.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_1.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_10.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_11.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_12.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_13.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_14.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_15.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_16.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_17.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_18.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_19.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_2.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_20.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_21.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_22.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_23.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_24.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_25.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_26.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_27.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_28.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_29.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_3.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_30.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_31.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_32.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_33.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_34.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_35.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_36.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_37.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_38.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_39.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_4.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_40.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_41.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_42.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_43.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_44.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_45.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_46.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_47.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_48.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_49.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_5.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_6.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_7.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_8.jpg
16,data/kaggle_simpson_testset/kaggle_simpson_testset/kent_brockman_9.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_0.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_1.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_10.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_11.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_12.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_13.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_14.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_15.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_16.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_17.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_18.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_19.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_2.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_20.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_21.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_22.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_23.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_24.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_25.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_26.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_27.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_28.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_29.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_3.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_30.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_31.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_32.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_33.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_34.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_35.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_36.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_37.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_38.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_39.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_4.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_40.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_41.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_42.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_43.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_44.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_45.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_46.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_47.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_48.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_49.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_5.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_6.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_7.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_8.jpg
17,data/kaggle_simpson_testset/kaggle_simpson_testset/krusty_the_clown_9.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_0.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_1.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_10.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_11.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_12.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_13.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_14.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_15.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_16.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_17.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_18.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_19.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_2.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_20.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_21.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_22.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_23.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_24.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_25.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_26.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_27.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_28.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_29.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_3.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_30.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_31.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_32.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_33.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_34.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_35.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_36.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_37.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_38.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_39.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_4.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_40.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_41.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_42.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_43.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_44.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_45.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_46.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_47.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_48.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_49.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_5.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_6.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_7.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_8.jpg
18,data/kaggle_simpson_testset/kaggle_simpson_testset/lenny_leonard_9.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_0.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_1.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_10.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_11.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_12.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_13.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_14.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_15.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_16.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_17.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_18.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_19.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_2.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_20.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_21.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_22.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_23.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_24.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_25.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_26.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_27.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_28.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_29.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_3.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_30.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_31.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_32.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_33.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_34.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_35.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_36.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_37.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_38.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_39.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_4.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_40.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_41.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_42.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_43.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_44.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_45.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_46.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_47.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_48.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_49.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_5.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_6.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_7.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_8.jpg
20,data/kaggle_simpson_testset/kaggle_simpson_testset/lisa_simpson_9.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_0.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_1.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_10.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_11.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_12.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_13.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_14.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_15.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_16.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_17.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_18.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_19.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_2.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_20.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_21.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_22.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_23.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_24.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_25.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_26.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_27.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_28.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_29.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_3.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_30.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_31.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_32.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_33.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_34.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_35.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_36.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_37.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_38.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_39.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_4.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_40.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_41.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_42.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_43.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_44.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_45.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_46.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_47.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_48.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_49.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_5.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_6.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_7.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_8.jpg
22,data/kaggle_simpson_testset/kaggle_simpson_testset/marge_simpson_9.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_0.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_1.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_10.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_11.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_12.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_13.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_14.jpg
24,data/kaggle_simpson_testset/kaggle_simpson_testset/mayor_quimby_15.jpg
